206,exposition,/??ksp??'z????(??)n/ n.??,??ksp??'z????(??)n, n,??,,exhibition; part of a play that provides the background information; opening section of a fugue
207,expound,/??k'spa??nd/ v.??,??k'spa??nd, v,??,,explain or describe in detail
208,expurgate,/'??ksp??ge??t/ v. Syn. clean,'??ksp??ge??t, v, Syn, clean,clean; remove offensive parts of book
209,extinct,/??k'st????kt/ a. Syn. nonexistent; vanished; dead,??k'st????kt, a, Syn, nonexistent; vanished; dead,no longer existing or living; vanished; dead
210,extirpate,/'??kst??pe??t/ v.??,'??kst??pe??t, v,??,,"root out; eradicate, literally or figuratively; destroy wholly"
211,extraneous,/??ks'tre??n????s/ a.??,??ks'tre??n????s, a,??,,not essential; coming from outside
212,facade,/f??'s??rd/ n. Syn. face; appearance,f??'s??rd, n, Syn, face; appearance,front of building; superficial or false appearance
213,facetious,/f??'si:????s/ a. Syn. humorous,f??'si:????s, a, Syn, humorous,"joking ,often inappropriately; humorous"
214,fallacious,/f??'le??????s/ a. Syn. false; deceptive,f??'le??????s, a, Syn, false; deceptive,false; tending to mislead; deceptive
215,fallacy,/'f??l??s??/ n.??,'f??l??s??, n,??,,deceptive or false appearance; false notion; deception
216,fallible,/'f??l??b(??)l/ a.??,'f??l??b(??)l, a,??,,likely to fail or be inaccurate
217,fathom,/'f????(??)m/ v.??,'f????(??)m, v,??,,measure the depth; come to understand
218,fatuous,/'f??tj????s/ a. Syn. foolish,'f??tj????s, a, Syn, foolish,"foolish or silly, especially in self-satisfied way"
219,feasible,/'fi:z??b(??)l/ a. Syn. practical; possible; suitable,'fi:z??b(??)l, a, Syn, practical; possible; suitable,capable of being accomplished or brought about
220,feign,/fe??n/ v. Syn. pretend; disguise; conceal,fe??n, v, Syn, pretend; disguise; conceal,make false appearance of; disguise; conceal; invent or imagine
221,feint,/fe??nt/ n. Syn. trick,fe??nt, n, Syn, trick,trick; any distracting or deceptive maneuver
222,felicitous,/f??'l??s??t??s/ a. Syn. apt,f??'l??s??t??s, a, Syn, apt,apt; suitably expressed; well chosen
223,felicity,/f??'l??s??t??/ n. Syn. happiness,f??'l??s??t??, n, Syn, happiness,great happiness; pleasing and appropriate manner or style
224,fervid,/'f??rv??d/ a.??,'f??rv??d, a,??,,extremely hot; eager; impassioned; burning
225,fetish,/'f??t????/ n.??,'f??t????, n,??,,a charm superstitiously believed to embody magical powers; excessive or irrational devotion to some activity
226,fiasco,/f??'??sko??/ n.??,f??'??sko??, n,??,,complete failure; sudden and violent collapse
227,fictitious,/f??k't??????s/ a. Syn. imaginary,f??k't??????s, a, Syn, imaginary,existing only in imagination; feigned; not true or real
228,flaccid,/'fl??s??d/ a.??,'fl??s??d, a,??,,"acting in strength, firmness, or resilience"
229,flagrant,/'fle??gr??nt/ a.??,'fle??gr??nt, a,??,,"obvious and offensive, blatant, scandalous; flaming into notice"
230,flamboyant,/fl??m'b??????nt/ a. Syn. showy; ostentatious,fl??m'b??????nt, a, Syn, showy; ostentatious,elaborately or excessively ornamented
231,flaunt,/fl??:nt/ v.??,fl??:nt, v,??,,display proudly or shamelessly; show oneself off
232,fleeting,/'fli:t????/ a. Syn. ephemeral,'fli:t????, a, Syn, ephemeral,transient; brief; temporary; passing quickly
233,fluctuate,/'fl??ktj??e??t/ v. Syn. waver; shift,'fl??ktj??e??t, v, Syn, waver; shift,rise and fall in or as if in waves; shift; vary irregularly
234,forbearance,/f??:'b????r??ns/ n. Syn. patience,f??:'b????r??ns, n, Syn, patience,patience; restraint of passions; act of forbearing or waiting
235,forensic,/f??'r??nz??k/;/f??'r??nz??k/ a.??,f??'r??nz??k; f??'r??nz??k, a,??,,relating to use of technology in investigation and establishment of facts or evidence in court by law
236,fortuitous,/f??:'tju:??t??s/;/-'tu:-/ a. Syn. accidental; random,f??:'tju:??t??s; -'tu:-, a, Syn, accidental; random,accidental; by chance; coming or occurring without any cause
237,fracas,/'fr??k??r/ n. Syn. disturbance,'fr??k??r, n, Syn, disturbance,"noisy, disorderly fight or quarrel; disturbance"
238,frustrate,/fr??'stre??t/;/'fr??str??t/ v. Syn. thwart; defeat,fr??'stre??t; 'fr??str??t, v, Syn, thwart; defeat,make null; bring to nothing; prevent from taking effect or attaining fulfillment
239,fulsome,/'f??ls??m/ a.??,'f??ls??m, a,??,,offensively flattering or insincere; offensive; disgusting
240,garnish,/'g??rn????/ v. Syn. decorate,'g??rn????, v, Syn, decorate,decorate with ornamental appendages
241,genealogy,/d??i:n??'??l??d????/ n. Syn. lineage,d??i:n??'??l??d????, n, Syn, lineage,account or history of descent of person or family from ancestor; lineage
242,genesis,/'d????n??s??s/ n. Syn. origin,'d????n??s??s, n, Syn, origin,coming into being of something; origin
243,ghastly,/'g??rstl??/;/'g??stl??/ a. Syn. horrible,g??rstl??; 'g??stl??, a, Syn, Horrible,horrible; inspiring shock; extremely unpleasant or bad
244,gibe,/d??a??b/ v. Syn. mock,d??a??b, v, Syn, mock,mock; laugh at with contempt and derision
245,glib,/gl??b/ a. Syn. fluent,gl??b, a, Syn, fluent,performed with a natural or offhand ease
246,glut,/gl??t/ v. Syn. overstock,gl??t, v, Syn, overstock,"fill beyond capacity, especially with food; swallow greedlly"
247,glutton,/'gl??t(??)n/ n.??,'gl??t(??)n, n,??,,person who eats too much food and drink
248,gossamer,/'g??s??m??(r)/ a.??,'g??s??m??(r), a,??,,"sheer, light, delicate, or tenuous"
249,gregarious,/gr??'g????r????s/ a. Syn. sociable,gr??'g????r????s, a, Syn, sociable,sociable; seeking and enjoying the company of others
250,grimace,/gr??'me??s/;/'gr??m??s/ n.??,gr??'me??s; 'gr??m??s, n,??,,"facial distortion to show feeling such as pain, disgust"
251,hail,/he??l/ n.??,he??l, n,??,,call for; salute; greet; praise vociferously
252,harangue,/h??'r????/ n.??,h??'r????, n,??,,noisy speech; speech or piece of writing with strong feeling or expression
253,harbinger,/'h??rb??nd????(r)/ n. Syn. forerunner,'h??rb??nd????(r), n, Syn, forerunner,forerunner; an indication of approach of something or someone
254,haughty,/'h??:t??/ a.??,'h??:t??, a,??,,high; lofty; bold; arrogant; overbearing
255,heedless,/'hi:dl??s/ a. Syn. disregarding,'hi:dl??s, a, Syn, disregarding,"unaware, without noticing; unmindful or thoughtless"
256,heinous,/'he??n??s/ a. Syn. wicked; atrocious; flagitious,'he??n??s, a, Syn, wicked; atrocious; flagitious,grossly wicked; abominable; hateful; infamous
257,heresy,/'h??r??s??/ n.??,'h??r??s??, n,??,,opinion contrary to popular belief; opinion contrary to accepted religion
258,hiatus,/ha??'e??t??s/ n. Syn. gap; pause,ha??'e??t??s, n, Syn, gap; pause,gap; interruption in duration or continuity; pause
259,histrionic,/h??str??'??n??k/ a.??,h??str??'??n??k, a,??,,characteristic of acting or stage performance
260,hoax,/ho??ks/ n. Syn. trick,ho??ks, n, Syn, trick,act intended to deceive or trick; practical joke
261,hyperbole,/ha??'p??rb??l??/ n. Syn. exaggeration; overstatement,ha??'p??rb??l??, n, Syn, exaggeration; overstatement,figure of speech in which exaggeration is used for emphasis; overstatement
262,idiosyncrasy,/??d????'s????kr??s??/ n.??,??d????'s????kr??s??, n,??,,behavioral attribute that is distinctive and peculiar to an individual
263,ignominy,/'??gn??m??n??/ n.??,'??gn??m??n??, n,??,,deep disgrace; shame or dishonor
264,immaculate,/??'m??kj??l??t/ a. Syn. spotless; flawless,??'m??kj??l??t, a, Syn, spotless; flawless,spotless; flawless; absolutely clean
265,imminent,/'??m??n??nt/ a. Syn. impending,'??m??n??nt, a, Syn, impending,near at hand; close in time; about to occur
266,immune,/??'mju:n/ a. Syn. exempt; resistant,??'mju:n, a, Syn, exempt; resistant,resistant to; free or exempt from; not subject to
267,impale,/??m'pe??l/ v. Syn. pierce,??m'pe??l, v, Syn, pierce,pierce; kill by piercing with a spear or sharp
268,impeach,/??m'pi:t??/ v. Syn. indict; hinder,??m'pi:t??, v, Syn, indict; hinder,charge with crime; challenge or discredit the credibility of
269,impeccable,/??m'p??k??b(??)l/ a. Syn. faultless; perfect,??m'p??k??b(??)l, a, Syn, faultless; perfect,faultless; incapable of sin or wrongdoing
270,impervious,/??m'p??rv????s/ a. Syn. impenetrable,??m'p??rv????s, a, Syn, impenetrable,impenetrable; incapable of being damaged or distressed
271,implacable,/??m'pl??k??b(??)l/ a.??,??m'pl??k??b(??)l, a,??,,incapable of being pacified; not to be relieved;
272,implicit,/??m'pl??s??t/ a. Syn. implied; suggested,??m'pl??s??t, a, Syn, implied; suggested,implied or understood though not directly expressed
273,import,/??m'p??:t/ v.??,??m'p??:t, v,??,,bring in from another country
274,impostor,/??m'p??st??(r)/ n.??,??m'p??st??(r), n,??,,someone who assumes a false identity
275,imprecation,/??mpr??'ke????(??)n/ n. Syn. curse,??mpr??'ke????(??)n, n, Syn, curse,curse; act of calling down a curse that invokes evil
276,impregnable,/??m'pr??gn??b(??)l/ a. Syn. invulnerable,??m'pr??gn??b(??)l, a, Syn, invulnerable,invulnerable; able to withstand attack
277,impropriety,/??mpr??'pra????t??/ n. Syn. improperness,??mpr??'pra????t??, n, Syn, improperness,improper act; improper or unacceptable usage in speech or writing
278,improvident,/??m'pr??v??d??nt/ a. Syn. thriftless,??m'pr??v??d??nt, a, Syn, thriftless,thriftless; not providing for future; incautious
279,impugn,/??m'pju:n/ v. Syn. challenge,??m'pju:n, v, Syn, challenge,"dispute or contradict, often in insulting way; challenge"
280,incarcerate,/??n'k??rs??re??t/ v. Syn. imprison,??n'k??rs??re??t, v, Syn, imprison,imprison; put into jail; shut up or inclose
281,incisive,/??n'sa??s??v/ a. Syn. cutting; sharp,??n'sa??s??v, a, Syn, cutting; sharp,"penetrating, clear, and sharp, as in operation or expression"
282,incognito,/??nk??g'ni:to??/;/??n'k??gn??to??/ a.??,??nk??g'ni:to??; ??n'k??gn??to??, a,??,,"with one's identity disguised or concealed; in disguise; in an assumed character, or under an assumed title"
283,incontrovertible,/??nk??ntr??'v??rt??b(??)l/ a. Syn. indisputable,??nk??ntr??'v??rt??b(??)l, a, Syn, indisputable,indisputable; not open to question
284,increment,/'??nkr??m??nt/ n. Syn. increase,'??nkr??m??nt, n, Syn, increase,"process of increasing in number, size, quantity, or extent"
285,incumbent,/??n'k??mb??nt/ a. Syn. obligatory,??n'k??mb??nt, a, Syn, obligatory,imposed as an obligation or duty; currently holding an office
286,indefatigable,/??nd??'f??t??g??b(??)l/ a. Syn. tireless,??nd??'f??t??g??b(??)l, a, Syn, tireless,tireless; showing sustained enthusiastic action
287,indigenous,/??n'd??d????n??s/ a. Syn. native; original,??n'd??d????n??s, a, Syn, native; original,native; originating where it is found
288,indomitable,/??n'd??m??t??b(??)l/ a. Syn. unconquerable; invincible,??n'd??m??t??b(??)l, a, Syn, unconquerable; invincible,unconquerable; incapable of being overcome
289,inference,/'??nf??r??ns/ n.??,'??nf??r??ns, n,??,,inferring by deduction or induction; truth or proposition drawn from another which is admitted or supposed to be true; conclusion; deduction
290,ingenious,/??n'd??i:n????s/ a. Syn. clever; resourceful,??n'd??i:n????s, a, Syn, clever; resourceful,clever; having inventive or cunning mind
291,ingenuous,/??n'd????nj????s/ a. Syn. young; unsophisticated,??n'd????nj????s, a, Syn, young; unsophisticated,naive and trusting; young; unsophisticated
292,ingratiate,/??n'gre??????e??t/ v.??,??n'gre??????e??t, v,??,,become popular with; make agreeable or acceptable
293,inhibit,/??n'h??b??t/ v. Syn. restrain; prevent,??n'h??b??t, v, Syn, restrain; prevent,restrain; prevent or forbid; hold back
294,innocuous,/??'n??kj????s/ a. Syn. harmless,??'n??kj????s, a, Syn, harmless,having no adverse effect; harmless
295,innuendo,/??nju:'??ndo??/ n. Syn. hint; implication,??nju:'??ndo??, n, Syn, hint; implication,"hint; indirect implication , usually malicious"
296,inordinate,/??'n??:d??n??t/ a. Syn. unrestrained; excessive,??'n??:d??n??t, a, Syn, unrestrained; excessive,exceeding reasonable limits; excessive; not regulated; disorderly
297,insatiable,/??n'se??????b(??)l/ a. Syn. unquenchable; greedy,??n'se??????b(??)l, a, Syn, unquenchable; greedy,not easily satisfied; impossible to satiate or satisfy; greedy
298,inscrutable,/??n'skru:t??b(??)l/ a. Syn. impenetrable; mysterious,??n'skru:t??b(??)l, a, Syn, impenetrable; mysterious,impenetrable; not readily understood; mysterious
299,insidious,/??n's??d????s/ a. Syn. treacherous; stealthy; sly,??n's??d????s, a, Syn, treacherous; stealthy; sly,spreading harmfully in a subtle manner; designed or adapted to entrap
300,instigate,/'??nst??ge??t/ v. Syn. urge; incite; provoke,'??nst??ge??t, v, Syn, urge; incite; provoke,goad or urge forward; provoke; incite
301,integrity,/??n't??gr??t??/ n. Syn. uprightness; wholeness,??n't??gr??t??, n, Syn, uprightness; wholeness,quality or condition of being whole or undivided; completeness
302,invective,/??n'v??kt??v/ n. Syn. abuse,??n'v??kt??v, n, Syn, abuse,abusive language used to express blame or ill will
303,irascible,/??'r??s??b(??)l/ a. Syn. irritable,??'r??s??b(??)l, a, Syn, irritable,irritable; easily angered; excited by or arising from anger
304,ire,/'a????(r)/ n. Syn. anger; irritate,'a????(r), n, Syn, anger; irritate,anger; wrath; keen resentment; irritate
305,irksome,/'??rks??m/ a. Syn. annoying; tedious,'??rks??m, a, Syn, annoying; tedious,"causing annoyance, weariness, or vexation; tedious"
306,itinerant,/a??'t??n??r??nt/ a. Syn. wandering; traveling,a??'t??n??r??nt, a, Syn, wandering; traveling,"wandering; traveling place to place, especially to perform work or duty"
307,jargon,/'d????rg??n/ n. Syn. gibberish,'d????rg??n, n, Syn, gibberish,language used by a special group; technical terminology; nonsensical or meaningless talk
308,jaunty,/'d????:nt??/ a. Syn. lighthearted; animated,'d????:nt??, a, Syn, lighthearted; animated,"gay in manner, appearance, or action; easy and carefree"
309,jeopardy,/'d????p??d??/ n.??,'d????p??d??, n,??,,"exposure to death, loss, or injury; hazard; risk of loss or injury"
310,jettison,/'d????t??s(??)n/ v.??,'d????t??s(??)n, v,??,,"throw overboard; eject from boat, submarine, aircraft, or spaceship"
311,judicious,/d??u:'d??????s/ a. Syn. wise; prudent,d??u:'d??????s, a, Syn, wise; prudent,exhibiting good judgment or sound thinking; prudent
312,ken,/k??n/ n. Syn. understanding; knowledge; scope,k??n, n, Syn, understanding; knowledge; scope,understanding; knowledge; range of vision
313,labyrinth,/'l??b??r??n??/ n. Syn. maze,'l??b??r??n??, n, Syn, maze,maze; complex structure of interconnecting passages
314,lachrymose,/'l??kr??mo??s/ a.??,'l??kr??mo??s, a,??,,weeping or inclined to weep; tearful; showing sorrow
315,laconic,/l??'k??n??k/ a. Syn. concise,l??'k??n??k, a, Syn, concise,brief; effectively cut short; marked by use of few words
316,larceny,/'l??rs??n??/ n. Syn. theft,'l??rs??n??, n, Syn, theft,unlawful taking and removing of another's personal property; theft
317,latent,/'le??t??nt/ a. Syn. dormant; hidden,'le??t??nt, a, Syn, dormant; hidden,present or potential but not evident or active; dormant; hidden
318,lavish,/'l??v????/ a. Syn. liberal; profuse,'l??v????, a, Syn, liberal; profuse,liberal; wasteful; excessive spending
319,lethal,/'li:??(??)l/ a. Syn. deadly; fatal,'li:??(??)l, a, Syn, deadly; fatal,deadly; causing or capable of causing death
320,longevity,/l??n'd????v??t??/ n.??,l??n'd????v??t??, n,??,,"long life; great duration of life; long duration or continuance, as in an occupation"
321,low,/lo??/ v. Syn. moo,lo??, v, Syn, moo,utter sound made by cattle; make a low noise
322,lucid,/'lu:s??d/ a. Syn. clear; intelligible,'lu:s??d, a, Syn, clear; intelligible,easily understood; clear; intelligible
323,ludicrous,/'lu:d??kr??s/ a. Syn. laughable; trifling,'lu:d??kr??s, a, Syn, laughable; trifling,laughable; completely devoid of wisdom or good sense
324,luminary,/'lu:m??n??r??/;/'lum??n??r??/ n. Syn. celebrity; dignitary,lu:m??n??r??; 'lum??n??r??, n, Syn, celebrity; dignitary,celebrity; person who is an inspiration to others; person who has achieved eminence in specific field
325,malice,/'m??l??s/ n.??,'m??l??s, n,??,,enmity of heart; malevolence; ill will; spirit delighting in harm or misfortune to another
326,malicious,/m??'l??????s/ a. Syn. spiteful,m??'l??????s, a, Syn, spiteful,deliberately harmful; spiteful; proceeding from extreme hatred
327,masquerade,/m??sk??'re??d/;/m??sk??'r??d/ n.??,m??sk??'re??d; m??sk??'r??d, n,??,,"assembly of persons wearing masks, and amusing themselves with dancing, conversation, or other diversions; dramatic performance by actors in masks"
328,maudlin,/'m??:dl??n/ a. Syn. sentimental,'m??:dl??n, a, Syn, sentimental,tearfully sentimental; over-emotional; sickly-sentimental
329,meander,/m??'??nd??(r)/ v.??,m??'??nd??(r), v,??,,follow a winding and turning course; move aimlessly and idly without fixed direction
330,mediocre,/mi:d??'o??k??(r)/ a. Syn. ordinary; commonplace; average,mi:d??'o??k??(r), a, Syn, ordinary; commonplace; average,moderate to inferior in quality; ordinary; commonplace
331,mercenary,/'m??rs??n??r??/;/-n??r??/ a.??,m??rs??n??r??; =-n??r??, a,??,,interested in making money; profit oriented; hired for service in foreign army
332,meretricious,/m??r??'tr??????s/ a.??,m??r??'tr??????s, a,??,,of or pertaining to prostitutes; tastelessly showy; lustful; deceptive; misleading
333,meticulous,/m??'t??kj??l??s/ a. Syn. scrupulous; cautious,m??'t??kj??l??s, a, Syn, scrupulous; cautious,excessively careful; marked by extreme care in treatment of details
334,mettle,/'m??t(??)l/ n. Syn. courage; spirit,'m??t(??)l, n, Syn, courage; spirit,quality of endurance and courage; good temperament and character
335,microcosm,/'ma??kr??k??z(??)m/ n.??,'ma??kr??k??z(??)m, n,??,,"small, representative system having analogies to larger system; miniature model of something"
336,mimic,/'m??m??k/ v. Syn. imitate; copy,'m??m??k, v, Syn, imitate; copy,"copy or imitate closely, especially in speech, expression"
337,misanthrope,/'m??s??n??ro??p/ n.??,'m??s??n??ro??p, n,??,,one who hates or mistrusts mankind
338,misnomer,/m??s'no??m??(r)/ n.??,m??s'no??m??(r), n,??,,error in naming person or place; incorrect designation
339,monologue,/'m??n??l??g/ n.??,'m??n??l??g, n,??,,speech uttered by a person alone; dramatic soliloquy
340,morose,/m??'ro??s/ a. Syn. sullen; gloomy,m??'ro??s, a, Syn, sullen; gloomy,ill humored; sullen; depressingly dark; gloomy; persistent
341,motley,/'m??tl??/ a. Syn. mixed; heterogeneous,'m??tl??, a, Syn, mixed; heterogeneous,multi-colored; mixed; having elements of great variety
342,mottled,/'m??t(??)ld/ a. Syn. spotted,'m??t(??)ld, a, Syn, spotted,spotted with different shades or colors
343,mundane,/'m??nde??n/ a. Syn. worldly; earthly; secular,'m??nde??n, a, Syn, worldly; earthly; secular,belonging to this earth or world; not ideal or heavenly; concerned with commonplaces; ordinary
344,murky,/'m??rk??/ a. Syn. vague,'m??rk??, a, Syn, vague,dark and gloomy; thick with fog; vague
345,myriad,/'m??r????d/ a. Syn. innumerable; many; countless; numberless,'m??r????d, a, Syn, innumerable; many; countless; numberless,of very large or indefinite number; of ten thousand
346,nautical,/'n??:t??k(??)l/ a. Syn. marine; maritime; naval,'n??:t??k(??)l, a, Syn, marine; maritime; naval,"relating to ships, sailors, or navigation"
347,nettle,/'n??t(??)l/ v. Syn. annoy; vex,'n??t(??)l, v, Syn, annoy; vex,"cause annoyance in; disturb, especially by minor irritations; vex"
348,nocturnal,/n??k't??rn(??)l/ a. Syn. nightly,n??k't??rn(??)l, a, Syn, nightly,of or relating to or occurring in the night; most active at night
349,noisome,/'n????s??m/ a.??,'n????s??m, a,??,,foul-smelling; offensive by arousing disgust; harmful or dangerous
350,nostalgia,/n??'st??ld????/ n. Syn. homesickness,n??'st??ld????, n, Syn, homesickness,homesickness; bittersweet longing for things of past.
351,notorious,/no??'t??:r????s/ a. Syn. disreputable; infamous,no??'t??:r????s, a, Syn, disreputable; infamous,disreputable; known widely and usually unfavorably; infamous
352,novice,/'n??v??s/ n. Syn. beginner,'n??v??s, n, Syn, beginner,beginner; person new to a field or activity
353,obdurate,/'??bdj??r??t/;/'??bd??r??t/ a. Syn. stubborn; inflexible,??bdj??r??t; '??bd??r??t, a, Syn, stubborn; inflexible,hardened in wrongdoing or wickedness; not giving in to persuasion
354,oblivion,/??'bl??v????n/ n. Syn. amnesty,??'bl??v????n, n, Syn, amnesty,condition or quality of being completely forgotten; official overlooking of offenses; amnesty
355,oblivious,/??'bl??v????s/ a. Syn. forgetful,??'bl??v????s, a, Syn, forgetful,inattentive or unmindful; lacking all memory; forgetful
356,obsession,/??b's????(??)n/ n. Syn. fascination; mania,??b's????(??)n, n, Syn, fascination; mania,"compulsive, often unreasonable idea or emotion"
357,obsolete,/'??bs??li:t/ a. Syn. outmoded; antiquated,'??bs??li:t, a, Syn, outmoded; antiquated,no longer useful; outmoded; antiquated
358,obtrude,/??b'tru:d/ v.??,??b'tru:d, v,??,,push oneself or one's ideas forward or intrude; stick out or extrude
359,obtrusive,/??b'tru:s??v/ a.??,??b'tru:s??v, a,??,,inclined to intrude or thrust one's self or one's opinions upon others; enter uninvited; forward; pushing; intrusive.
360,obviate,/'??bv??e??t/ v.??,'??bv??e??t, v,??,,bypass requirement or make it unnecessary; get rid of
361,omnipotent,/??m'n??p??t??nt/ a. Syn. infinite,??m'n??p??t??nt, a, Syn, infinite,"all-powerful; having unlimited or universal power, authority, or force"
362,onus,/'o??n??s/ n. Syn. burden; responsibility,'o??n??s, n, Syn, burden; responsibility,burden or obligation; difficult or disagreeable responsibility or necessity
363,ostensible,/??'st??ns??b(??)l/ a. Syn. apparent,??'st??ns??b(??)l, a, Syn, apparent,"put forth or held out as real, actual, or intended; proper or intended to be shown"
364,ostracize,/'??str??sa??z/ v. Syn. ban,'??str??sa??z, v, Syn, ban,exclude from community or group; banish by popular vote
365,panacea,/p??n??'s????/ n.??,p??n??'s????, n,??,,"remedy for all diseases, evils, or difficulties; a cure-all"
366,panegyric,/p??n??'d????r??k/ n.??,p??n??'d????r??k, n,??,,formal or high praise; formal eulogistic composition intended as public compliment
367,paradox,/'p??r??d??ks/ n. Syn. contradiction,'p??r??d??ks, n, Syn, contradiction,something apparently contradictory in nature; statement that looks false but is actually correct
368,paraphrase,/'p??r??fre??z/ v. Syn. restate; reword,'p??r??fre??z, v, Syn, restate; reword,"restate text in one's own words, especially to clarify thought of others"
369,parody,/'p??r??d??/ n.??,'p??r??d??, n,??,,work or performance that imitates another work or performance with ridicule or irony; make fun of
370,peccadillo,/p??k??'d??lo??/ n.??,p??k??'d??lo??, n,??,,slight offense; small sin or fault
371,pecuniary,/p??'kju:n????r??/ a.??,p??'kju:n????r??, a,??,,relating to money; requiring payment of money
372,pedant,/'p??d??nt/ n.??,'p??d??nt, n,??,,one who is overly concerned with formal rules and trivial points of learning
373,pedantic,/p??'d??nt??k/ a. Syn. bookish,p??'d??nt??k, a, Syn, bookish,"marked by narrow focus on or display of learning, especially formal rules and trivial points; bookish"
374,peremptory,/p??'r??mpt??r??/;/'p??r??mpt??:r??/ a. Syn. imperative,p??'r??mpt??r??, a, Syn, Imperative,offensively self-assured; dictatorial; not allowing contradiction or refusal
375,pertinacious,/p??rt??'ne??????s/;/-tn'e??????s/ a. Syn. stubborn; persistent,p??rt??'ne??????s; -tn'e??????s; 'p??r??mpt??:r??, a, Syn, stubborn; persistent,stubbornly or perversely persistent; unyielding; obstinate
376,peruse,/p??'ru:z/ v.??,p??'ru:z, v,??,,"read or examine, typically with great care"
377,perverse,/p??'v??rs/ a.??,p??'v??rs, a,??,,stubbornly wrongheaded; directed away from what is right or good
378,petrify,/'p??tr??fa??/ v.??,'p??tr??fa??, v,??,,convert wood or other organic matter into stony replica; cause to become stiff or stonelike
379,plagiarism,/'ple??d????r??z??m/ n. Syn. copying; imitation,'ple??d????r??z??m, n, Syn, copying; imitation,theft of another's ideas or writings passed off as original
380,platitude,/'pl??t??tju:d/;/-tu:d/ n.??,'pl??t??tju:d, n,??,,dullness; insipidity of thought; commonplace statement; lack of originality
381,plebeian,/pl??'bi:??n/ a.??,pl??'bi:??n, a,??,,crude or coarse; unrefined or coarse in nature or manner; common or vulgar
382,ponderous,/'p??nd??r??s/ a. Syn. weighty,'p??nd??r??s, a, Syn, weighty,slow and laborious because of weight; labored and dull
383,precarious,/pr??'k????r????s/ a. Syn. uncertain; risky,pr??'k????r????s, a, Syn, uncertain; risky,uncertain; risky; dangerously lacking in security or stability
384,precipitous,/pr??'s??p??t??s/ a. Syn. steep; overhasty,pr??'s??p??t??s, a, Syn, steep; overhasty,"extremely steep; descending rapidly, or rushing onward"
385,precocious,/pr??'ko??????s/ a.??,pr??'ko??????s, a,??,,advanced in development; appearing or developing early
386,predatory,/'pr??d??t??r??/;/'pr??d??t??:r??/ a. Syn. carnivorous,pr??d??t??r??; 'pr??d??t??:r??, a, Syn, Carnivorous,living by preying on other animals
387,predilection,/pri:d??'l??k??(??)n/;/pr??dl'??k????n/ n. Syn. partiality; preference,pri:d??'l??k??(??)n; pr??dl'??k????n, n, Syn, partiality; preference,condition of favoring or liking; tendency towards; preference
388,prelude,/'pr??lju:d/ n. Syn. introduction; forerunner,'pr??lju:d, n, Syn, introduction; forerunner,introduction; forerunner; preliminary or preface
389,prerogative,/pr??'r??g??t??v/ n. Syn. privilege,pr??'r??g??t??v, n, Syn, privilege,privilege; unquestionable right; exclusive power to command
390,prestige,/pr??'sti:??/ n. Syn. fame; reputation,pr??'sti:??, n, Syn, fame; reputation,impression produced by achievements or reputation; recognized distinction or importance
391,presumption,/pr??'z??mp??(??)n/ n.??,pr??'z??mp??(??)n, n,??,,"act of presuming, or believing upon probable evidence; act of assuming; belief upon incomplete proof"
392,procrastinate,/pro??'kr??st??ne??t/ v. Syn. postpone,pro??'kr??st??ne??t, v, Syn, postpone,"postpone or delay needlessly; put off doing something, especially out of habitual carelessness or laziness"
393,prognosis,/pr??g'no??s??s/ n. Syn. forecast; prediction,pr??g'no??s??s, n, Syn, forecast; prediction,forecasted course of a disease; forecast or prediction; likelihood of recovery from a disease
394,promontory,/'pr??m??nt??r??/;/-t??:r??/ n. Syn. cliff,pr??m??nt??r??; =-t??:r??, n, Syn, Cliff,"natural elevation, especially a rock that projects into the sea; cliff; headland; high cape"
395,promulgate,/'pr??m??lge??t/ v. Syn. announce,'pr??m??lge??t, v, Syn, announce,proclaim doctrine or law; make known by official publication
396,provisional,/pr??'v??????n(??)l/ a. Syn. tentative; temporary,pr??'v??????n(??)l, a, Syn, tentative; temporary,temporary; provided for present need only
397,proximity,/pr??k's??m??t??/ n. Syn. nearness; adjacency,pr??k's??m??t??, n, Syn, nearness; adjacency,"state of being proximate; nearness in place, time, or relation"
398,pseudonym,/'sju:d??n??m/;/'su:-/ n.??,sju:d??n??m; 'su:-, n,??,,pen name; fictitious name used when someone performs a particular social role
399,punitive,/'pju:n??t??v/ a. Syn. punishing,'pju:n??t??v, a, Syn, punishing,punishing; involving punishment; awarding or inflicting punishment
400,querulous,/'kw??r??l??s/ a. Syn. fretful; whining,'kw??r??l??s, a, Syn, fretful; whining,habitually complaining; expressing complaint or grievance
401,quixotic,/kw??k's??t??k/ a.??,kw??k's??t??k, a,??,,idealistic without regard to practicality
402,raconteur,/r??k??n't??:(r)/ n. Syn. storyteller,r??k??n't??:(r), n, Syn, storyteller,storyteller; one who tells stories and anecdotes with skill and wit
403,radical,/'r??d??k(??)l/ a. Syn. drastic; extreme,'r??d??k(??)l, a, Syn, drastic; extreme,drastic; extreme; arising from or going to a root or source; basic
404,ramification,/r??m??f??'ke????(??)n/ n. Syn. subdivision,r??m??f??'ke????(??)n, n, Syn, subdivision,act or process of branching out or dividing into branches; subdivision or branch
405,raze,/re??z/ v. Syn. demolish; ruin,re??z, v, Syn, demolish; ruin,destroy completely; scrape or shave off
