406,recapitulate,/ri:k??'p??tj??le??t/ v. Syn. summarize,ri:k??'p??tj??le??t, v, Syn, summarize,summarize; repeat in concise form
407,reciprocal,/r??'s??pr??k(??)l/ a. Syn. mutual; exchangeable; interacting,r??'s??pr??k(??)l, a, Syn, mutual; exchangeable; interacting,concerning each of two or more persons or things; exchangeable; interacting
408,recumbent,/r??'k??mb??nt/ a. Syn. reclining,r??'k??mb??nt, a, Syn, reclining,reclining; lying down completely or in part
409,redolent,/'r??d??l??nt/ a. Syn. fragrant; odorous,'r??d??l??nt, a, Syn, fragrant; odorous,fragrant; odorous; suggestive of odor
410,redoubtable,/r??'da??t??b(??)l/ a. Syn. formidable,r??'da??t??b(??)l, a, Syn, formidable,formidable; arousing fear or awe; worthy of respect or honor
411,refute,/r??'fju:t/ v. Syn. disprove,r??'fju:t, v, Syn, disprove,disprove; prove to be false or incorrect
412,reiterate,/ri:'??t??re??t/ v.??,ri:'??t??re??t, v,??,,"say, state, or perform again or repeatedly"
413,remunerative,/r??'mju:n??r??t??v/ a. Syn. compensating; rewarding,r??'mju:n??r??t??v, a, Syn, compensating; rewarding,compensating; rewarding; profitable or paying
414,renegade,/'r??n??ge??d/ n. Syn. deserter; traitor,'r??n??ge??d, n, Syn, deserter; traitor,disloyal person; traitor or rebel
415,reprisal,/r??'pra??z(??)l/ n. Syn. retaliation; recaption,r??'pra??z(??)l, n, Syn, retaliation; recaption,action taken in return for injury or offense
416,resentment,/r??'z??ntm??nt/ n. Syn. indignation; bitterness; displeasure,r??'z??ntm??nt, n, Syn, indignation; bitterness; displeasure,indignation; deep sense of injury; strong displeasure
417,resilient,/r??'z??l????nt/ a. Syn. elastic; flexible; rebounding,r??'z??l????nt, a, Syn, elastic; flexible; rebounding,elastic; having power of springing back or recover readily
418,respite,/'r??spa??t/ n. Syn. pause,'r??spa??t, n, Syn, pause,usually short interval of rest or relief; delay in punishment
419,retribution,/r??tr??'bju:??(??)n/ n. Syn. vengeance; compensation,r??tr??'bju:??(??)n, n, Syn, vengeance; compensation,something justly deserved; recompense; compensation; punishment for offenses
420,retrieve,/r??'tri:v/ v. Syn. recover; regain,r??'tri:v, v, Syn, recover; regain,recover; find and bring in; get back
421,rudimentary,/ru:d??'m??nt??r??/ a. Syn. elementary; crude; incipient,ru:d??'m??nt??r??, a, Syn, elementary; crude; incipient,relating to basic facts or principles; being in the earliest stages of development; incipient
422,rue,/ru:/ v. Syn. regret; lament; mourn,ru:, v, Syn, regret; lament; mourn,"feel regret, remorse, or sorrow for; mourn"
423,sacrosanct,/'s??kro??s????kt/ a. Syn. inviolable,'s??kro??s????kt, a, Syn, inviolable,regarded as sacred and inviolable
424,sagacious,/s??'ge??????s/ a. Syn. perceptive; shrewd,s??'ge??????s, a, Syn, perceptive; shrewd,perceptive; shrewd; having insight
425,sagacity,/s??'g??s??t??/ n.??,s??'g??s??t??, n,??,,quality of being sagacious; quickness or acuteness of sense perceptions; keenness of discernment; shrewdness
426,sanctimonious,/s????kt??'mo??n????s/ a. Syn. hypocritical,s????kt??'mo??n????s, a, Syn, hypocritical,excessively or hypocritically pious; possessing sanctity; sacred; holy; saintly; religious
427,sanguine,/'s????gw??n/ a. Syn. cheerful; hopeful; ruddy,'s????gw??n, a, Syn, cheerful; hopeful; ruddy,cheerfully confident; optimistic; of healthy reddish color; ruddy
428,sartorial,/s??r't??:r????l/ a.??,s??r't??:r????l, a,??,,"relating to a tailor, tailoring, or tailored clothing"
429,scourge,/sk??rd??/ n. Syn. lash; whip,sk??rd??, n, Syn, lash; whip,whip used to inflict punishment; severe punishment
430,scrutinize,/'skru:t??na??z/;/-t??na??z/ v.??,skru:t??na??z; =-t??na??z, v,??,,examine closely and critically
431,simper,/'s??mp??(r)/ v. Syn. smirk,'s??mp??(r), v, Syn, smirk,smirk; smile in artificial way to make an impression
432,sinecure,/'sa??n??kj????(r)/ n.??,'sa??n??kj????(r), n,??,,well-paid position with little responsibility
433,sinister,/'s??n??st??(r)/ a. Syn. evil,'s??n??st??(r), a, Syn, evil,suggesting or threatening evil
434,soporific,/s??p??'r??f??k/ a.??,s??p??'r??f??k, a,??,,sleep-causing; marked by sleepiness
435,sordid,/'s??:d??d/ a. Syn. filthy; vile; dirty; foul,'s??:d??d, a, Syn, filthy; vile; dirty; foul,filthy; unethical or dishonest; dirty; foul; morally degraded
436,sovereign,/'s??vr??n/ a. Syn. excellent; independent,'s??vr??n, a, Syn, excellent; independent,having supreme rank or power; self governing; excellent; independent
437,sporadic,/sp??'r??d??k/ a.??,sp??'r??d??k, a,??,,occurring at irregular intervals; having no pattern or order in time
438,spurn,/sp??rn/ v. Syn. reject; scorn,sp??rn, v, Syn, reject; scorn,reject disdainfully or contemptuously; scorn
439,stoic,/'sto????k/ a. Syn. impassive,'sto????k, a, Syn, impassive,"one who is seemingly indifferent to or unaffected by joy, grief, pleasure, or pain"
440,stringent,/'str??nd????nt/ a. Syn. binding; rigid,'str??nd????nt, a, Syn, binding; rigid,demanding strict attention to rules and procedures; binding; rigid
441,stupendous,/stju:'p??nd??s/;/stu:-/ a.??,stju:'p??nd??s; stu:-, a,??,,"astonishing; wonderful; amazing, especially, astonishing in magnitude or elevation"
442,succulent,/'s??kj??l??nt/ a. Syn. delectable,'s??kj??l??nt, a, Syn, delectable,full of juicy; full of richness; highly interesting or enjoyable; delectable
443,sultry,/'s??ltr??/ a.??,'s??ltr??, a,??,,burning hot; extremely and unpleasantly hot
444,tangible,/'t??nd????b(??)l/ a. Syn. real; palpable,'t??nd????b(??)l, a, Syn, real; palpable,able to be touched; real or concrete; palpable
445,tantamount,/'t??nt??ma??nt/ a.??,'t??nt??ma??nt, a,??,,equivalent in effect or value
446,taunt,/t??:nt/ v.??,t??:nt, v,??,,"reproach in a mocking, insulting, or contemptuous manner; make fun of , often in an aggressive manner"
447,temerity,/t??'m??r??t??/ n. Syn. boldness; rashness,t??'m??r??t??, n, Syn, boldness; rashness,boldness; rashness; foolhardy disregard of danger
448,temporal,/'t??mp??r(??)l/ a. Syn. secular,'t??mp??r(??)l, a, Syn, secular,not lasting forever; limited by time; secular or civil; of material world; worldly
449,tenet,/'t??n??t/ n. Syn. doctrine; dogma,'t??n??t, n, Syn, doctrine; dogma,"opinion, doctrine, or principle held as being true by person or organization"
450,tenuous,/'t??nj????s/ a. Syn. thin; rare; slim,'t??nj????s, a, Syn, thin; rare; slim,long and thin; slender; having little substance
451,tranquil,/'tr????kw??l/ a. Syn. serene; pacific,'tr????kw??l, a, Syn, serene; pacific,free from disturbance; pacific
452,transgress,"/tr??ns'gr??s, tr??r-/ v.??","tr??ns'gr??s, tr??r-", v,??,,pass over or beyond; surpass
453,tremulous,/'tr??mj??l??s/ a. Syn. trembling; wavering,'tr??mj??l??s, a, Syn, trembling; wavering,"marked by trembling, quivering, or shaking; timid or fearful; timorous"
454,trivial,/'tr??v????l/ a. Syn. unimportant; trifling; commonplace,'tr??v????l, a, Syn, unimportant; trifling; commonplace,unimportant; of little significance or value; ordinary; commonplace
455,truculence,/'trukj??l??ns/ n. Syn. aggressiveness; ferocity,'trukj??l??ns, n, Syn, aggressiveness; ferocity,aggressiveness; ferocity; ferociously cruel actions or behavior
456,truculent,"/'trukj??l??nt, 'tr??kj??l??nt/ a. Syn. belligerent","'trukj??l??nt, 'tr??kj??l??nt", a, Syn, belligerent,disposed to fight; belligerent; aggressively hostile
457,turgid,/'t??rd????d/ a. Syn. swollen; distended,'t??rd????d, a, Syn, swollen; distended,swollen; distended; excessively ornate or complex in style or language
458,ubiquitous,/ju:'b??kw??t??s/ a. Syn. omnipresent,ju:'b??kw??t??s, a, Syn, omnipresent,being or existing everywhere; omnipresent
459,untenable,/??n't??n??b(??)l/ a. Syn. indefensible,??n't??n??b(??)l, a, Syn, indefensible,indefensible; not able to be maintained
460,utilitarian,/j??t??l??'t????r????n/ a. Syn. practical; useful,j??t??l??'t????r????n, a, Syn, practical; useful,"practical and functional, not just for show"
461,vanquish,/'v????kw????/ v. Syn. conquer; overcome; defeat,'v????kw????, v, Syn, conquer; overcome; defeat,conquer; overcome; come out better in a competition
462,veneer,/v??'n????(r)/ n.??,v??'n????(r), n,??,,thin layer; coating consisting of thin layer; ornamental coating to a building
463,venerable,/'v??n??r??b(??)l/ a. Syn. revered; honored,'v??n??r??b(??)l, a, Syn, revered; honored,deserving high respect; impressive by reason of age; profoundly honored
464,vernal,/'v??rn(??)l/ a. Syn. fresh,'v??rn(??)l, a, Syn, fresh,related to spring; suggestive of youth; vigorous and fresh
465,versatile,/'v??rs??ta??l/;/-tl/ a. Syn. flexible; pliable,v??rs??ta??l; =-tl, a, Syn, flexible; pliable,having many talents; capable of working in many fields
466,vicarious,/v??'k????r????s/ a.??,v??'k????r????s, a,??,,acting as substitute; done by deputy; experienced at secondhand
467,vicissitude,/v??'s??s??tud/ n.??,v??'s??s??tud, n,??,,"change, especially in one's life or fortunes; regular change or succession of one thing to another; alternation"
468,vituperative,/va??'tup??r??tiv/ a. Syn. abusive; scolding,va??'tup??r??tiv, a, Syn, abusive; scolding,marked by harsh spoken or written abuse; scolding
469,waive,/we??v/ v. Syn. yield; relinquish,we??v, v, Syn, yield; relinquish,give up temporarily; yield; give up voluntarily; defer
470,whim,/w??m/;/hw??m/ n. Syn. fancy; caprice; impulse,w??m; hw??m, n, Syn, fancy; caprice; impulse,sudden turn or start of mind; temporary eccentricity; fancy; capricious notion
471,whimsical,/'w??mz??k(??)l/ a. Syn. capricious,'w??mz??k(??)l, a, Syn, capricious,determined by chance or impulse or whim rather than by necessity or reason; capricious
472,writhe,/ra????/ v. Syn. contort,ra????, v, Syn, contort,move in twisting or contorted motion; contort in pain
473,zealot,/'z??l??t/ n. Syn. fanatic,'z??l??t, n, Syn, fanatic,fanatically committed person; person who shows excessive zeal
474,zealous,/'z??l??s/ a. Syn. enthusiastic; fervent,'z??l??s, a, Syn, enthusiastic; fervent,enthusiastic; filled with or motivated by zeal
475,zenith,/'z??n????/ n. Syn. summit,'z??n????, n, Syn, summit,point directly overhead in sky; summit
